Fan Challenges Completed,Predictive Accuracy (%),Virtual Merchandise Purchases,Sponsorship Interactions (Ad Clicks),Time on Live 360 (mins),Real-Time Chat Activity (Messages Sent),Cluster
-0.2809644889134705,0.3588012450585626,0.1606205539642546,0.209240375083057,-0.2432317761070204,-0.3583566135200778,1
0.7859892664541389,-1.0735390545764163,-0.8128373488494098,-0.1077904962549081,-0.7635136501327329,0.7060689711930245,0
-0.9922669924918768,1.074971394876052,-1.299566300256242,-0.4248213675928733,-1.023654587145589,-1.42278219823318,2
0.4303380146649357,-0.3573689047589268,-0.3261083974425776,1.00181755342797,0.277050097918692,1.0608774994307253,0
-1.3479182442810798,-1.7897092043939058,1.1340784567779192,-0.900367674599821,-1.8040773981841576,-1.2098970812905596,2
1.4972917700325452,0.7168863199673073,1.6208074081847514,0.5262712464210222,1.317613845970117,-0.003548085282377,1
0.0746867628757326,0.0007161701498178,0.6473495053710869,-0.5833368032618559,0.0169091609058358,-0.7131651417577786,2
1.141640518243342,1.4330564697847967,-0.3261083974425776,0.0507249394140744,0.5371910349315483,1.415686027668426,1
-0.6366157407026736,-0.7154539796676715,-0.8128373488494098,-1.0588831102688037,-1.2837955241584451,-1.0679736699954794,2
-0.9922669924918768,-1.431624129485161,-1.299566300256242,-0.7418522389308385,-0.893584118639161,-1.35182049258564,2
0.4303380146649357,0.6452693049855583,1.6208074081847514,1.1603329890969525,0.8753742530482613,-1.1389353756430196,1
-0.6366157407026736,0.5020352750220605,-0.3261083974425776,-1.2173985459377863,1.733839345190687,-1.4937439038807203,2
0.7859892664541389,-1.50324114446691,1.1340784567779192,-1.375913981606769,-0.7114854627301617,0.7060689711930245,2
-0.2809644889134705,1.146588409857801,-1.299566300256242,1.00181755342797,-0.8155418375353042,0.5641455598979442,0
0.4303380146649357,0.931737364912554,0.1606205539642546,0.3677558107520396,-1.153725055652017,0.3512604429553237,1
1.4972917700325452,1.074971394876052,-1.299566300256242,-0.7418522389308385,0.7453037845418332,-1.1389353756430196,2
-0.9922669924918768,0.1439502001133157,1.1340784567779192,-0.7418522389308385,-0.5293868068211622,-0.5002800248151581,2
0.4303380146649357,-1.360007114503412,-1.299566300256242,-0.1077904962549081,-1.4919082737687304,0.4222221486028639,0
0.7859892664541389,-1.2167730845399145,-0.8128373488494098,-0.1077904962549081,-0.269245869808306,-1.777590726470881,2
-0.2809644889134705,-1.288390099521663,0.1606205539642546,-1.0588831102688037,1.6818111577881156,-1.4937439038807203,2
-0.6366157407026736,-1.0019220395946673,0.1606205539642546,1.4773638604349175,-0.3472881509121629,1.344724322020886,0
0.7859892664541389,0.5736522900038094,1.1340784567779192,1.00181755342797,-0.893584118639161,-1.5647056095282603,1
0.7859892664541389,0.5020352750220605,1.6208074081847514,1.00181755342797,-1.309809617859731,-0.7131651417577786,1
-0.9922669924918768,1.5762904997482947,-0.8128373488494098,-1.0588831102688037,-0.1391754013018779,-0.1454714965774573,2
0.0746867628757326,-0.2141348747954289,-0.3261083974425776,1.6358792961039004,-1.6219787422751584,-0.7131651417577786,0
-0.2809644889134705,-0.14251785981368,-1.299566300256242,-1.375913981606769,1.1615292837624032,-1.7066290208233408,2
-1.3479182442810798,0.7885033349490562,0.6473495053710869,1.6358792961039004,0.5632051286328339,1.6285711446110465,0
0.7859892664541389,0.6452693049855583,-1.299566300256242,0.209240375083057,0.7192896908405476,0.1383753260127032,0
0.0746867628757326,1.2898224398212987,-1.299566300256242,1.1603329890969525,-0.1131613076005923,0.4222221486028639,0
-1.3479182442810798,1.003354379894303,-0.3261083974425776,-0.2663059319238907,-0.9976404934443036,0.0674136203651631,0
-0.2809644889134705,-0.2857518897771779,-1.299566300256242,-0.900367674599821,0.4071205664251202,-0.429318319167618,2
-1.703569496070283,0.0723331851315668,-0.8128373488494098,-0.5833368032618559,-0.5033727131198766,-0.1454714965774573,2
1.4972917700325452,0.6452693049855583,-0.8128373488494098,-0.2663059319238907,-0.1912035887044491,-0.9970119643479392,2
0.0746867628757326,-1.7897092043939058,0.1606205539642546,1.6358792961039004,1.4216702207752594,1.6995328502585867,0
1.141640518243342,0.6452693049855583,1.1340784567779192,-1.0588831102688037,-0.3212740572108773,0.6351072655454844,1
-1.703569496070283,0.7885033349490562,1.6208074081847514,1.00181755342797,-0.3212740572108773,0.493183854250404,1
1.4972917700325452,1.5046734847665455,0.6473495053710869,-1.0588831102688037,0.4071205664251202,0.493183854250404,1
-0.9922669924918768,-0.8586880096311694,-1.299566300256242,1.3188484247659351,-0.555400900522448,1.2028009107258055,0
0.4303380146649357,-1.6464751744304078,-1.299566300256242,0.6847866820900048,-0.0091049327954498,0.7770306768405647,0
-0.6366157407026736,-1.7897092043939058,-0.3261083974425776,1.3188484247659351,-1.4398800863661592,-0.9970119643479392,0
1.141640518243342,-1.50324114446691,1.1340784567779192,-1.2173985459377863,-0.4253304320160198,-1.6356673151758006,2
-0.9922669924918768,0.0007161701498178,-0.8128373488494098,-1.0588831102688037,0.7973319719444045,-1.777590726470881,2
-0.2809644889134705,-0.8586880096311694,0.6473495053710869,1.00181755342797,-1.6219787422751584,0.493183854250404,0
-0.9922669924918768,0.931737364912554,0.1606205539642546,-0.1077904962549081,-0.4513445257173054,0.9899157937831852,0
0.4303380146649357,0.0723331851315668,-0.8128373488494098,-0.900367674599821,-0.269245869808306,-1.1389353756430196,2
-0.2809644889134705,-1.2167730845399145,1.1340784567779192,-1.375913981606769,0.9794306278534038,1.2028009107258055,2
1.141640518243342,-0.7870709946494205,1.6208074081847514,-0.900367674599821,-1.7000210233790154,1.2737626163733458,1
0.4303380146649357,-0.7870709946494205,0.1606205539642546,-1.375913981606769,0.8493601593469757,0.2093370316602434,2
-1.3479182442810798,0.0007161701498178,1.6208074081847514,0.6847866820900048,-1.6740069296777298,-0.926050258700399,1
-0.6366157407026736,1.146588409857801,-0.3261083974425776,1.00181755342797,1.0054447215546896,-0.9970119643479392,1
1.141640518243342,-0.9303050246129184,-0.3261083974425776,1.6358792961039004,1.1875433774636888,0.3512604429553237,0
-1.3479182442810798,0.4304182600403115,-1.299566300256242,-0.2663059319238907,0.6152333160354051,1.415686027668426,0
1.4972917700325452,0.931737364912554,1.6208074081847514,-0.4248213675928733,-0.6074290879250192,-1.7066290208233408,1
1.141640518243342,1.6479075147300437,1.1340784567779192,-1.0588831102688037,0.7453037845418332,1.6995328502585867,1
1.4972917700325452,0.4304182600403115,0.6473495053710869,1.1603329890969525,-0.3993163383147342,0.6351072655454844,1
-0.2809644889134705,-1.5748581594486588,0.1606205539642546,-1.375913981606769,-0.477358619418591,-0.2164332022249975,2
-1.3479182442810798,0.2871842300768136,-0.8128373488494098,1.00181755342797,-1.4919082737687304,-0.6422034361102384,0
-0.6366157407026736,0.7885033349490562,1.1340784567779192,0.3677558107520396,1.1355151900611176,-0.003548085282377,1
0.4303380146649357,-0.2141348747954289,1.1340784567779192,1.4773638604349175,1.3956561270739738,-1.2808587869380998,1
0.7859892664541389,0.931737364912554,-0.3261083974425776,0.6847866820900048,0.9274024404508326,0.2093370316602434,1
-0.9922669924918768,1.3614394548030475,1.6208074081847514,-0.5833368032618559,1.2915997522688314,-0.003548085282377,1
-1.703569496070283,-0.7870709946494205,-1.299566300256242,-0.5833368032618559,-0.1912035887044491,-1.1389353756430196,2
-0.6366157407026736,1.21820542483955,-1.299566300256242,0.5262712464210222,-1.3358237115610163,-0.003548085282377,0
-1.3479182442810798,0.2155672150950646,0.1606205539642546,1.4773638604349175,0.5632051286328339,0.5641455598979442,0
0.7859892664541389,0.7168863199673073,-0.3261083974425776,-0.2663059319238907,-0.3212740572108773,1.0608774994307253,1
-0.6366157407026736,-0.9303050246129184,1.1340784567779192,-1.2173985459377863,0.5111769412302627,-1.35182049258564,2
-1.3479182442810798,0.4304182600403115,0.6473495053710869,-1.375913981606769,1.2135574711649746,-1.5647056095282603,2
0.0746867628757326,-1.360007114503412,-0.3261083974425776,0.8433021177589874,-0.2172176824057348,1.6995328502585867,0
0.0746867628757326,-0.2857518897771779,0.1606205539642546,-1.375913981606769,-1.231767336755874,1.344724322020886,2
1.4972917700325452,0.1439502001133157,0.1606205539642546,-0.7418522389308385,1.4736984081778308,-1.0679736699954794,2
-0.6366157407026736,-1.7180921894121568,-0.3261083974425776,1.00181755342797,1.733839345190687,0.2093370316602434,0
0.0746867628757326,1.146588409857801,0.1606205539642546,1.4773638604349175,1.811881626294544,0.7060689711930245,1
-1.3479182442810798,1.3614394548030475,-0.3261083974425776,-0.900367674599821,1.525726595580402,-0.0745097909299172,2
1.4972917700325452,-1.431624129485161,-0.8128373488494098,-1.0588831102688037,-0.3212740572108773,-0.3583566135200778,2
-1.3479182442810798,0.1439502001133157,-0.3261083974425776,1.1603329890969525,1.3436279396714026,0.7060689711930245,0
1.4972917700325452,0.1439502001133157,1.6208074081847514,1.1603329890969525,-1.8040773981841576,-1.1389353756430196,1
-0.6366157407026736,1.2898224398212987,-0.3261083974425776,0.3677558107520396,-0.9456123060417324,0.7770306768405647,0
0.7859892664541389,1.2898224398212987,0.1606205539642546,0.6847866820900048,0.6672615034379764,-1.2098970812905596,1
0.4303380146649357,-0.4289859197406758,1.6208074081847514,-0.5833368032618559,1.447684314476545,-0.1454714965774573,1
1.141640518243342,0.2871842300768136,0.1606205539642546,-1.0588831102688037,1.2395715648662602,0.6351072655454844,1
